# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 2668 2668
i 2 920 0 0 6980 2985
p 2 662 257 1 14463 3547
p 2 553 367 0 20603 3645
p 2 449 471 0 25640 3640
p 2 394 526 0 30241 3621
p 2 339 581 0 33673 3553
p 2 309 611 0 36512 3546
p 2 283 637 0 38501 3501
p 2 263 657 0 38898 3405
p 2 0 636 284 2017 872
p 2 0 387 533 849 567
p 2 0 248 672 515 427
p 2 0 266 654 548 453
p 2 0 184 736 431 367
p 2 0 133 787 367 323
p 2 0 96 824 321 289
p 2 0 72 848 283 261
p 2 0 717 203 18307 1375
p 2 0 508 412 1701 730
p 2 0 750 170 16758 1351
p 2 0 510 410 1567 709
p 2 1 760 159 21136 1529
p 2 0 573 347 1805 795
p 2 2 779 139 20738 1444
p 2 0 516 404 3332 753
p 2 1 770 149 20793 1420
p 2 0 566 354 3612 798
p 2 1 805 114 20302 1430
p 2 0 631 289 5348 919
p 2 6 768 146 19741 1432
p 2 0 539 381 1684 747
p 2 0 322 598 795 498
p 2 0 524 396 2084 736
p 2 0 290 630 771 464
p 2 0 140 780 454 325
p 2 0 239 681 1150 437
p 2 0 189 731 647 376
p 2 0 187 733 642 369
p 2 0 157 763 929 362
p 2 0 87 833 405 276
p 2 0 71 849 359 262
p 2 0 40 880 482 251
p 2 0 50 870 299 242
p 2 0 38 882 602 236
p 2 0 38 882 276 229
p 2 2 85 833 791 294
p 2 0 15 905 223 211
p 2 0 124 796 2158 365
p 2 0 251 669 3207 472
p 2 0 158 762 3649 383
p 2 0 226 694 3602 438
p 2 0 214 706 4106 437
p 2 0 268 652 3909 483
p 2 0 154 766 3567 369
p 2 0 198 722 3755 414
p 2 0 210 710 3788 425
p 2 2 354 564 1908 593
p 2 0 185 735 725 376
p 2 0 137 783 869 329
p 2 0 108 812 497 300
p 2 1 102 817 807 305
p 2 0 58 862 302 248
p 2 0 24 896 526 225
p 2 0 62 858 332 254
p 2 0 52 868 316 243
p 2 0 67 853 524 263
p 2 0 35 885 264 226
p 2 0 40 880 255 232
p 2 1 25 894 657 239
p 2 0 27 893 263 220
p 2 0 34 886 283 227
p 2 0 32 888 277 225
p 2 0 58 862 570 254
p 2 0 29 891 262 224
p 2 0 27 893 413 228
p 2 0 31 889 241 224
p 2 0 23 897 242 217
p 2 4 25 891 844 255
p 2 0 19 901 232 216
p 2 0 18 902 226 211
p 2 0 39 881 655 243
p 2 0 27 893 249 222
p 2 0 15 905 222 211
p 2 0 26 894 544 229
p 2 0 27 893 258 221
p 2 0 15 905 223 210
p 2 0 20 900 848 229
p 2 0 5 915 214 203
p 2 0 8 912 214 206
p 2 0 16 904 527 222
p 2 0 8 912 218 206
p 2 0 13 907 226 210
p 2 0 25 895 602 238
p 2 0 21 899 250 218
p 2 0 10 910 215 206
p 2 1 12 907 549 220
p 2 0 38 882 277 231
p 2 0 39 881 245 226
p 2 0 18 902 706 232
p 2 0 6 914 206 203
p 2 0 7 913 211 203
p 2 31 728 161 38010 1968
p 2 0 562 358 1985 795
p 2 20 779 121 39644 1992
p 2 0 637 283 2276 901
p 2 33 791 96 38943 2045
p 2 0 645 275 2378 900
p 2 25 802 93 39714 2071
p 2 0 660 260 2411 915
p 2 0 320 600 827 504
p 2 0 219 701 542 396
p 2 0 114 806 342 299
p 2 0 95 825 317 282
i 2 920 0 0 25930 3493
p 2 0 546 374 857 704
p 2 0 551 369 803 705
p 2 0 557 363 3527 841
p 2 43 482 395 6371 947
p 2 48 381 491 10944 1006
p 2 52 506 362 17399 1304
p 2 34 432 454 16782 1081
p 2 16 490 414 16098 1035
p 2 11 562 347 18736 1089
p 2 5 417 498 10260 794
p 2 3 442 475 7628 755
p 2 5 458 457 14835 891
p 2 0 396 524 1312 599
p 2 0 241 679 598 414
p 2 6 464 450 16638 937
p 2 0 404 516 1346 605
p 2 0 277 643 808 464
p 2 1 395 524 15063 801
p 2 0 325 595 1233 527
p 2 0 172 748 516 362
p 2 1 384 535 15182 753
p 2 0 312 608 1272 534
p 2 0 283 637 624 452
p 2 2 422 496 16095 830
p 2 0 419 501 6875 684
p 2 0 307 613 6547 535
p 2 0 481 439 21338 906
p 2 0 369 551 5643 627
p 2 18 271 631 3709 581
p 2 18 380 522 15843 958
p 2 0 373 547 1411 611
p 2 0 235 685 579 419
p 2 3 439 478 17563 883
p 2 0 343 577 1374 560
p 2 0 264 656 698 443
p 2 1 398 521 16593 790
p 2 0 352 568 1310 562
p 2 0 209 711 562 388
p 2 0 376 544 15565 735
p 2 0 301 619 1414 520
p 2 0 204 716 734 395
p 2 2 359 559 15712 774
p 2 0 292 628 1287 506
p 2 0 182 738 573 366
p 2 2 361 557 15922 762
p 2 0 305 615 1314 522
p 2 0 213 707 538 387
p 2 2 436 482 16665 881
p 2 0 328 592 1258 542
p 2 7 267 646 2166 509
p 2 11 429 480 20916 960
p 2 0 329 591 3591 571
p 2 0 222 698 3356 440
p 2 4 410 506 20291 863
p 2 0 341 579 3641 579
p 2 0 203 717 763 401
p 2 0 383 537 17613 775
p 2 0 318 602 1366 530
p 2 0 199 721 608 387
p 2 4 315 601 19627 757
p 2 0 321 599 1375 544
p 2 0 215 705 658 403
p 2 1 442 477 18896 860
p 2 0 367 553 1403 580
p 2 0 204 716 575 383
p 2 1 339 580 19626 775
p 2 0 359 561 1422 577
p 2 0 199 721 565 372
p 2 12 350 558 20948 872
p 2 0 320 600 1378 535
p 2 0 170 750 541 354
p 2 3 345 572 19740 760
p 2 0 277 643 1348 497
p 2 0 162 758 543 350
p 2 0 314 606 17761 690
p 2 0 280 640 1318 497
p 2 0 107 813 462 297
i 2 920 0 0 25220 3445
p 2 11 630 279 2426 861
p 2 38 629 253 6638 1077
p 2 46 530 344 13580 1237
p 2 58 567 295 16525 1339
p 2 34 492 394 16827 1201
p 2 26 525 369 19068 1191
p 2 6 513 401 11971 947
p 2 3 549 368 7238 884
p 2 0 529 391 12899 885
p 2 0 352 568 1288 569
p 2 0 221 699 638 410
p 2 1 346 573 14564 735
p 2 0 347 573 1324 563
p 2 0 219 701 596 406
p 2 0 375 545 14212 734
p 2 0 324 596 1254 534
p 2 0 224 696 599 400
p 2 0 376 544 14258 761
p 2 0 311 609 1207 522
p 2 0 202 718 629 392
p 2 0 380 540 14095 734
p 2 0 299 621 1254 506
p 2 0 195 725 689 382
p 2 1 443 476 13073 779
p 2 0 333 587 1272 544
p 2 0 201 719 596 384
p 2 0 346 574 13729 707
p 2 0 297 623 1389 511
p 2 0 188 732 773 386
p 2 1 362 557 15148 732
p 2 0 290 630 1188 497
p 2 0 219 701 702 403
p 2 0 315 605 15540 702
p 2 0 285 635 1341 502
p 2 0 180 740 679 377
p 2 1 343 576 17455 765
p 2 0 301 619 1248 511
p 2 0 179 741 544 362
p 2 0 334 586 15896 725
p 2 0 259 661 1275 472
p 2 0 159 761 656 355
p 2 1 305 614 13795 662
p 2 0 281 639 1230 498
p 2 0 134 786 551 325
p 2 0 358 562 13593 718
p 2 0 271 649 1358 488
p 2 0 203 717 746 395
p 2 0 419 501 16139 804
p 2 0 316 604 1282 533
p 2 0 144 776 529 332
p 2 0 328 592 15742 715
p 2 0 265 655 1235 487
p 2 0 260 660 798 438
p 2 6 331 583 16370 768
p 2 0 279 641 1265 500
p 2 0 132 788 540 330
p 2 1 283 636 15366 668
p 2 0 434 486 3210 699
p 2 0 366 554 1018 548
p 2 1 358 561 14060 708
p 2 0 294 626 1199 504
p 2 0 166 754 513 346
p 2 1 472 447 16330 860
p 2 0 318 602 3675 555
p 2 0 223 697 3124 427
p 2 5 372 543 18088 807
p 2 8 337 575 2869 616
p 2 2 228 690 1704 456
p 2 0 354 566 15882 761
