# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 275 645 995 504
p 2 0 261 659 889 476
p 2 0 275 645 981 490
p 2 0 269 651 1059 512
p 2 0 277 643 1008 509
p 2 0 285 635 975 509
p 2 0 261 659 859 477
p 2 0 256 664 917 480
p 2 0 280 640 1127 508
p 2 0 260 660 1104 500
p 2 0 278 642 1021 519
p 2 0 259 661 1022 492
p 2 0 305 615 1084 535
p 2 0 316 604 1342 563
p 2 0 328 592 1307 578
p 2 0 282 638 1166 542
p 2 0 329 591 1275 581
p 2 0 292 628 1109 528
p 2 0 307 613 1119 547
p 2 0 308 612 1225 556
p 2 0 338 582 1147 569
p 2 0 295 625 1152 549
p 2 0 337 583 1155 585
p 2 0 522 398 1634 763
p 2 0 432 488 1306 670
p 2 0 303 617 1157 568
p 2 0 352 568 1039 567
p 2 0 298 622 944 511
p 2 0 299 621 1016 527
p 2 0 286 634 1079 521
p 2 0 286 634 1007 506
p 2 0 267 653 985 494
p 2 0 284 636 1005 512
p 2 0 272 648 967 504
p 2 0 312 608 1073 548
p 2 0 289 631 1087 533
p 2 0 319 601 1119 577
p 2 0 273 647 1062 535
p 2 0 286 634 911 518
p 2 0 284 636 865 497
p 2 0 305 615 921 517
p 2 0 281 639 1048 516
p 2 0 296 624 1008 517
p 2 0 267 653 986 506
p 2 0 278 642 876 487
p 2 0 248 672 822 455
p 2 0 270 650 811 474
p 2 0 216 704 724 421
p 2 0 250 670 780 458
p 2 0 232 688 864 463
p 2 0 251 669 885 476
p 2 0 243 677 895 481
p 2 0 257 663 907 481
p 2 0 255 665 902 477
p 2 0 277 643 960 501
p 2 0 267 653 891 494
p 2 0 268 652 928 497
p 2 0 254 666 920 487
p 2 0 279 641 956 507
p 2 0 281 639 1094 523
p 2 0 304 616 1213 566
p 2 0 296 624 1148 557
p 2 0 281 639 920 518
p 2 0 272 648 888 487
p 2 0 285 635 983 509
p 2 0 280 640 1020 509
p 2 0 304 616 1024 537
p 2 0 291 629 1124 539
p 2 0 315 605 1116 553
p 2 0 282 638 1162 538
p 2 0 317 603 1179 568
p 2 1 495 424 1874 806
p 2 0 416 504 1466 668
p 2 1 338 581 1284 598
p 2 0 353 567 1181 594
p 2 0 342 578 1221 596
p 2 0 326 594 1204 565
p 2 0 315 605 1292 565
